"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",12.61485,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",12.57656,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",12.36629,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",12.61599,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",11.67199,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",11.42797,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.83646,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",10.81525,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",10.03798,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.04892,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",65.1672,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",64.98111,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",66.20995,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",68.18194,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",65.88746,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",62.38391,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",59.56473,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",62.1258,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",57.44235,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",57.96859,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.37511,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.78893,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.37192,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",22.96589,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",21.17497,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.19687,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.28665,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.84378,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",18.5064,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.59367,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",36.50997,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",35.54758,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",34.1131,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",34.017,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",34.21854,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",34.91307,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",36.16571,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",38.54032,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",39.10874,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",39.40822,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",35.05411,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",34.87769,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",33.04805,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",33.24009,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",33.26244,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",34.51178,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.14034,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",32.61187,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.55246,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.5582,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.537,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",17.27838,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",17.54763,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",18.28105,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.72811,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",16.40784,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",15.30608,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",15.12304,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.27303,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.23482,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",36.94509,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",37.25027,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",37.918,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",38.82542,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",37.16772,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",35.26826,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.19578,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",34.84461,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.49817,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.63979,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.89057,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.35418,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.71448,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",24.46963,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.05358,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",22.27806,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.31051,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",22.43594,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",20.48857,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",20.7103,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",67.26129,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",63.24386,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",64.57308,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",62.82728,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",70.07303,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",67.06115,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",62.69797,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",71.75526,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",69.20281,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",69.88265,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",62.68087,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",67.79119,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",70.39011,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",70.82919,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",70.50447,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",65.69671,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",67.43894,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",67.08007,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",59.62672,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",60.5818,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.88607,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.77316,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.31878,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.13995,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",21.70759,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.67856,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",20.00149,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.28957,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",19.03623,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.04726,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",38.78797,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",33.14255,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",32.62136,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",32.05052,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",33.16417,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",31.64802,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",30.18528,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",40.83546,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",39.40422,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",39.74976,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",36.95217,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.78274,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",39.65497,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",38.77345,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",38.70409,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",37.69268,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",36.52952,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",35.88962,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",33.69255,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",33.95557,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.36503,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",30.02403,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",31.04046,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",29.18144,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",27.89628,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",27.11868,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",25.72985,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",23.64304,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",22.30963,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.23571,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",34.13573,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",34.88487,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",33.56461,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",35.52952,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",32.63229,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",31.20191,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",30.02573,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",30.83203,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",28.4727,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",28.6026,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.1841,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",25.49218,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",25.73153,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",24.92287,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.23922,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",24.86629,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.23895,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.86712,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.65199,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",23.67802,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",15.93974,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",15.67449,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",16.1341,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.19772,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.41592,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",14.75907,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.17422,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",13.7389,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",12.78547,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",12.82884,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",6.68944,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",7.0694,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",7.22044,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.16448,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.35001,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",6.51222,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",6.02944,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",6.33828,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",5.76848,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",5.75702,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.33827,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",24.3186,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.62288,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",25.44274,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.3744,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",21.94858,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.61002,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",21.67672,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",20.18148,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",20.28975,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.37207,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.80252,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",38.16137,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",38.00042,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",37.93977,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",33.55557,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",34.87611,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",46.96575,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",43.49526,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",43.92465,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",40.38272,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.23144,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",37.82827,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",39.06109,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",41.29613,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",40.7274,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",39.72707,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",38.62336,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",39.017,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",39.00327,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",29.8484,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",31.41341,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",31.5127,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",31.07054,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",31.07473,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",30.42878,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",28.59801,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",27.32675,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.42756,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",25.53915,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",72.1505,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",66.26961,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",61.87267,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",59.21358,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",62.54647,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",59.36916,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",58.29008,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",76.13267,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",73.86702,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",74.93486,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",53.47561,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",50.8,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",50.77156,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",51.60852,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",52.71746,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",51.88443,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",49.59224,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",57.87464,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",56.77797,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",57.22223,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",62.92685,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",59.73738,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",56.50536,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",55.68765,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",57.59585,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",55.49521,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",52.70567,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",68.11538,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",65.67592,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",66.25741,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.49149,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.40818,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",27.19477,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.59267,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",26.24838,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",25.4118,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.99826,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",23.72539,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",22.16609,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.13709,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",61.35124,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",66.99273,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",70.40975,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",71.47993,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",64.46735,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",66.49567,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",60.52528,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",60.01398,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",53.13792,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",53.45372,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",20.78453,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.49354,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.80063,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",21.52666,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",21.14001,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.04309,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",18.84498,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.95165,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.9985,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.91747,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.59529,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.8329,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",43.96408,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",44.27218,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",43.93055,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",45.07891,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",45.00433,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",44.97132,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",47.47106,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",47.43886,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.7109,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.82595,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.51495,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.90392,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.58392,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",18.65269,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.86013,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.98939,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",15.93494,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.85286,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",24.8131,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.77185,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.3244,
