"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",22.8539,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.77987,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",21.45758,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",20.67161,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.98857,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",26.37999,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",26.46771,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",21.23521,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.78639,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.73928,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",21.65123,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.73537,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.23496,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",18.27919,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.11256,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.65872,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",17.72149,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.95317,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.96738,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.85034,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",24.4404,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.09024,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",22.37591,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",20.91656,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.88716,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",19.65372,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.63593,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",20.93244,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",20.35955,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.52215,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.60061,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.8866,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.19752,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",18.95962,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.77939,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.548,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",17.75193,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.18504,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.66628,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",39.4513,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",39.65942,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",36.68006,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",37.68738,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",35.4536,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",37.78088,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.03953,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.42833,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",44.04668,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.45341,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",41.43792,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",41.87642,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",43.39882,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",43.3745,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",42.38747,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",44.58291,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",44.08097,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.31301,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",16.74389,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",16.88698,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",16.93567,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",17.34286,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.22987,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.72911,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.84532,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.86635,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.00529,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.02285,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.71126,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",20.85839,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.9653,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.52275,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",20.84647,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.21701,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.32958,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.83476,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.07391,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.85361,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",72.76637,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",73.39152,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",77.90224,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",70.72968,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",73.48837,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",77.50645,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",76.34488,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",88.30329,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",85.43856,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",86.60764,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",32.12153,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",32.34264,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",31.47073,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",33.57182,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",31.4727,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",31.46898,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",27.5767,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.81108,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",24.96931,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",24.90166,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",52.5064,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",46.16914,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",47.4026,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",47.67971,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",46.00419,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",44.38007,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",46.75787,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",53.60076,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",55.51752,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",55.62151,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",46.53185,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",46.00675,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",45.2112,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",45.66154,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",45.91164,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",46.86994,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",43.95205,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",49.07965,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",48.90531,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",48.91276,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",8.3655,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",8.55189,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",8.64197,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",8.51723,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.96305,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",7.54313,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",7.73599,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",7.09232,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.88554,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",6.84199,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",35.69883,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",34.50132,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",35.38721,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",36.08137,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",36.2883,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",36.07312,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",35.42387,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",39.24354,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",38.5493,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",38.78116,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",13.31589,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",13.31847,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",13.4154,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",13.61201,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",12.94121,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",12.21048,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",11.93149,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",11.6479,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",10.95927,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.70372,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",43.7579,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.70326,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",41.79869,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",41.18657,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",40.78267,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",41.11295,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",42.14668,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",44.10181,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",45.55615,
"GAB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",45.75431,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",34.71012,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",30.36295,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",30.66437,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",29.58941,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",30.9668,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",29.44482,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",30.73496,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",36.98117,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",33.29927,
"GMB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",34.20643,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",26.04188,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",26.11175,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",26.50124,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",26.87644,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.25757,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",24.2029,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.14596,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",23.94359,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",22.0455,
"GEO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.15483,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",34.3947,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.62106,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",27.32013,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.30862,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",28.705,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",27.55132,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",25.77033,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",34.37018,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",34.9148,
"GHA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",35.07234,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",31.3118,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",31.49118,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",30.35342,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",31.9247,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",30.30728,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",30.48031,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",26.71333,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",25.74937,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.97902,
"GTM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",23.97105,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.72882,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.21645,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.23994,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",22.46584,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.9692,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.95859,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.09061,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",25.9645,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",24.68232,
"GIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",24.81071,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.19495,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",26.7217,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",27.13185,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",26.62058,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",26.9839,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",25.70857,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",26.23562,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",32.22759,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",29.47675,
"GNB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",29.96029,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.7535,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.98151,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.11384,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.6115,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.31094,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.7733,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",16.78086,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.81293,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",15.83285,
"HTI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.84877,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.53127,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",28.22997,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",27.59931,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",29.61501,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",27.62052,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",27.92041,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.80505,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",22.93926,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.26648,
"HND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",21.08948,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",31.5357,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",35.5136,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",34.5114,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",36.0175,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",33.0372,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",32.0219,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",31.0061,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",28.542,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",26.292,
"HKG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",26.1767,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",84.69884,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",89.24728,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",96.34674,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",97.19111,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",88.09092,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",91.98473,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",89.44603,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",88.64802,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",89.88269,
"IND","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",90.2457,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.11363,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.18146,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.4647,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",18.23171,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.40013,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.08493,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",16.74728,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.82191,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.62931,
"IDN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.70816,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",38.99139,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",38.19342,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",38.91465,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",38.45263,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",38.80363,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",38.42392,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",38.27532,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",39.97714,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",39.19964,
"IRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",39.32537,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",64.04401,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",62.86515,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",67.41719,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",66.24961,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",66.52124,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",63.6222,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",56.70113,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",66.99017,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",63.09981,
"IRQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",62.50039,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",24.21463,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.77949,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.78346,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.65687,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.81231,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",22.70588,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.84987,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",22.27252,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",20.62678,
"ISR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",20.8113,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.04991,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",17.11587,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",17.15154,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",17.55458,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.53094,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.98303,
